ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
115,대구미래대학교,전문대학,사립,경북,C그룹,44.417856205616154,44.10964003851123,43.99667687612102,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
116,대구보건대학교,전문대학,사립,대구,A그룹,44.40878070862032,44.1068794562821,43.982700999347784,43.18990362534582,67.45674692985212,67.44187703312947,67.45480433422705,67.45155581644048,67.40768571904063,67.67479698447181,70.10775755412502
117,대구사이버대학교,대학,사립,경북,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.22078354815152,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
118,대구예술대학교,대학,사립,경북,C그룹,44.417309479614886,44.11736419318575,43.99656391016086,43.28067559032589,67.6836569466151,68.92837040933851,68.29311582519792,68.27982460289294,67.88178034654737,69.32166701969889,70.00057330362783
119,대구외국어대학교,대학,사립,경북,C그룹,44.61789720616036,44.3357502016855,44.22266295957224,43.279316710745015,71.47442629784577,71.45543955542153,71.44780982719523,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
120,대구한의대학교,대학,사립,경북,B그룹,44.56449844259399,44.1175777399301,43.976228620241436,43.189613595288975,67.239190148816,67.20513462939645,67.2422592142391,67.26210878749872,67.21716963901599,67.22037685959718,67.24472938627683
121,대덕대학교,전문대학,사립,대전,C그룹,44.417309479614886,44.11736419318575,43.98012966328495,43.21029881124787,67.71822142821262,67.50145955606607,67.37215753911939,67.36068866954105,67.35568420152872,68.4628929099431,67.26867793357331
122,대동대학교,전문대학,사립,부산,C그룹,44.40370423937958,44.1068794562821,43.993185736251434,43.187838745780944,67.49758033696577,67.90903640875176,67.35470355880751,67.32187278172314,67.38685021094547,67.35434690609962,67.42747064268575
123,대림대학교,전문대학,사립,경기,A그룹,44.40878070862032,44.13145561278,44.014896126384215,43.19940243778237,67.46806533260455,70.05338795494352,67.48123990229509,67.42495343068914,67.42354442303012,67.4441757805905,69.3380247992435
124,대신대학교,대학,사립,경북,C그룹,44.670221405981565,44.37937804785553,44.270970638313145,43.34102223366753,67.4414055963361,67.43551537724069,68.90990135754193,67.61803056786464,67.3198339160035,67.36252524635698,67.62286500161997
125,대원대학교,전문대학,사립,충북,C그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.20772747518503,67.4557692352353,67.43007562058428,67.41088237529135,67.42800493731646,67.39166345439975,67.38822388071026,67.75895208483823
126,대전가톨릭대학교,대학,사립,세종,C그룹,51.71417057091655,51.69359664618536,51.669740079365084,51.43606630824371,74.0685287058371,74.06852870583712,74.06520209293392,74.06248031874034,74.06248031874033,74.06893193164358,74.06893193164356
127,대전과학기술대학교,전문대학,사립,대전,B그룹,44.43885705156766,44.118359826841235,44.001634691916344,43.226673981740866,70.62646487608438,69.90217751368986,67.4197869756222,67.49934282075183,69.73920629920475,67.36189018546295,67.37023930162458
128,대전대학교,대학,사립,대전,B그룹,44.50761029789498,44.314208761854125,44.058438182105235,43.26971341152145,67.58573282361871,67.40211222118008,67.26617891552056,67.26747892745703,67.21484337966434,67.16688405814519,67.20186672499115
129,대전보건대학교,전문대학,사립,대전,A그룹,44.417309479614886,44.104308120219265,43.982700999347784,43.20277001851068,69.09212208408938,69.06136302620486,70.36324086264295,67.44152771070785,67.82305559425919,68.047056821565,68.6003440308689
130,대전신학대학교,대학,사립,대전,C그룹,44.66613152475346,44.37937804785553,44.270970638313145,43.32365967070501,67.43116736137739,68.47690747844607,70.64996071170454,71.30061695265648,70.62795805647579,71.30061695265648,70.23576246165312
131,대진대학교,대학,사립,경기,B그룹,44.45211302498519,44.139388428571515,43.96373207375044,43.18619244943355,67.44952973247126,68.38520778520164,69.15280584254008,69.07954894923182,68.42254657630748,69.77279451837398,69.74889603782994
132,대한신학대학원대학교,대학원대학,사립,경기,-,44.4428295903539,44.14273822268716,44.00704615219715,43.22626072046751,71.46504279939977,71.44605605697552,71.33852930305515,71.44382107604737,71.25753619242141,71.24497376432727,71.24083692578702
133,덕성여자대학교,대학,사립,서울,B그룹,44.678800564073896,44.3912655720132,44.29187775375853,43.333491337734095,67.61523619586526,67.77906124575294,67.58409038986872,67.27693214881015,67.24098825317873,67.29997661590679,67.3270585780503
134,동강대학교,전문대학,사립,광주,B그룹,44.40878070862032,44.11736419318575,43.998987868292545,43.20049701820944,67.44646469898034,67.67615533978277,67.41262837024838,67.41212396433122,67.35723015787413,67.33678389052206,67.43381690797538
135,동국대학교,대학,사립,서울,A그룹,44.66458427143641,44.324534450388086,44.313509645938865,43.37826187410113,70.63480197739331,70.42179983649666,70.04121400510763,70.67192873429036,67.76631048750615,72.39816110875599,70.40878196134071
136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,44.610489700866324,44.19289567505387,44.06790792865951,43.28481462248748,67.266175803556,67.20016007251448,67.07674287586569,67.18909316265008,67.26925813483648,67.2745207640774,67.66729657950022
137,동남보건대학교,전문대학,사립,경기,A그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.20772747518503,70.21324110145075,70.81900718876176,71.46964271324936,71.49309183334161,67.42843225739222,67.68453824310177,67.42725230529774
138,동덕여자대학교,대학,사립,서울,B그룹,44.687997989958745,44.37516026833463,44.242819960667035,43.27964267910415,69.15217846524199,68.03915269347893,68.89978108821062,69.84523671602533,67.36473544111182,68.95036649873433,67.67828908109121
139,동명대학교,대학,사립,부산,B그룹,44.41083225900844,44.120742367095175,43.99656391016086,43.20834655463499,70.18438182944205,67.39479653349618,67.33950746423369,67.36914091448848,67.35419835656336,67.23710731670302,67.6638817109673
