ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
114,대구대학교,대학,사립,경북,A그룹,44.49813213518378,44.19448785367954,44.06676959838229,43.25551048809794,68.95207546843089,67.64336043063037,68.13399551417604,67.16794434515302,67.18509398502846,67.42474383410294,67.28116619614401,67.763176,68.38307
115,대구미래대학교,전문대학,사립,경북,C그룹,44.41785620561614,44.10964003851123,43.99667687612103,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
116,대구보건대학교,전문대학,사립,대구,A그룹,44.408780708620306,44.106879456282094,43.982700999347784,43.18990362534582,67.45674692985212,67.44187703312946,67.45480433422705,67.45155581644048,67.40768571904063,67.6747969844718,70.107757554125,69.44379,68.57659
117,대구사이버대학교,대학,사립,경북,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
118,대구예술대학교,대학,사립,경북,C그룹,44.41730947961487,44.11736419318575,43.996563910160866,43.28067559032589,67.68365694661509,68.92837040933851,68.29311582519792,68.27982460289294,67.88178034654737,69.32166701969889,70.0005733036278,70.25203,70.37188
119,대구외국어대학교,대학,사립,경북,C그룹,44.61789720616036,44.3357502016855,44.22266295957225,43.279316710745015,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
120,대구한의대학교,대학,사립,경북,B그룹,44.56449844259398,44.1175777399301,43.97622862024144,43.18961359528897,67.239190148816,67.20513462939644,67.2422592142391,67.26210878749872,67.217169639016,67.22037685959718,67.24472938627683,67.63362,67.17622
121,대덕대학교,전문대학,사립,대전,C그룹,44.41730947961487,44.11736419318575,43.98012966328495,43.21029881124786,67.71822142821262,67.50145955606605,67.37215753911939,67.36068866954103,67.35568420152872,68.4628929099431,67.26867793357333,67.699066,67.71437
122,대동대학교,전문대학,사립,부산,C그룹,44.40370423937957,44.106879456282094,43.99318573625144,43.187838745780944,67.49758033696577,67.90903640875176,67.35470355880751,67.32187278172313,67.38685021094548,67.35434690609962,67.42747064268575,67.61534,68.31256
123,대림대학교,전문대학,사립,경기,A그룹,44.408780708620306,44.13145561278,44.014896126384215,43.19940243778237,67.46806533260457,70.05338795494353,67.48123990229509,67.42495343068911,67.42354442303014,67.4441757805905,69.3380247992435,67.581566,68.1188
124,대신대학교,대학,사립,경북,C그룹,44.67022140598156,44.37937804785553,44.27097063831316,43.34102223366753,67.4414055963361,67.43551537724068,68.90990135754194,67.61803056786462,67.31983391600353,67.36252524635697,67.62286500161999,67.31107,67.68154
125,대원대학교,전문대학,사립,충북,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.20772747518503,67.4557692352353,67.43007562058426,67.41088237529135,67.42800493731644,67.39166345439976,67.38822388071024,67.75895208483824,68.2987,67.78261
126,대전가톨릭대학교,대학,사립,세종,C그룹,51.71417057091655,51.69359664618536,51.66974007936509,51.43606630824371,74.06852870583712,74.06852870583711,74.0652020929339,74.06248031874034,74.06248031874034,74.06893193164356,74.06893193164356,74.03337,73.728004
127,대전과학기술대학교,전문대학,사립,대전,B그룹,44.438857051567645,44.118359826841235,44.001634691916344,43.22667398174086,70.62646487608437,69.90217751368985,67.41978697562222,67.49934282075183,69.73920629920475,67.36189018546295,67.37023930162458,68.49269,68.79188
128,대전대학교,대학,사립,대전,B그룹,44.50761029789498,44.314208761854125,44.05843818210524,43.26971341152145,67.58573282361871,67.40211222118006,67.26617891552056,67.26747892745703,67.21484337966434,67.16688405814519,67.20186672499115,67.16649,68.553185
129,대전보건대학교,전문대학,사립,대전,A그룹,44.41730947961487,44.10430812021926,43.982700999347784,43.20277001851067,69.09212208408938,69.06136302620487,70.36324086264295,67.44152771070782,67.82305559425919,68.047056821565,68.6003440308689,67.83299,68.270805
130,대전신학대학교,대학,사립,대전,C그룹,44.666131524753446,44.37937804785553,44.27097063831316,43.32365967070501,67.43116736137739,68.4769074784461,70.64996071170452,71.30061695265648,70.62795805647579,71.30061695265648,70.23576246165311,69.80647,69.342964
131,대진대학교,대학,사립,경기,B그룹,44.45211302498519,44.139388428571515,43.96373207375046,43.18619244943355,67.44952973247126,68.38520778520166,69.15280584254009,69.07954894923182,68.42254657630747,69.77279451837398,69.74889603782991,68.37968,67.914154
132,대한신학대학원대학교,대학원대학,사립,경기,-,44.44282959035389,44.142738222687164,44.00704615219715,43.22626072046751,71.46504279939974,71.44605605697554,71.33852930305513,71.44382107604737,71.25753619242143,71.24497376432727,71.24083692578702,71.019424,70.823616
133,덕성여자대학교,대학,사립,서울,B그룹,44.678800564073875,44.3912655720132,44.291877753758556,43.33349133773409,67.61523619586524,67.77906124575294,67.58409038986873,67.27693214881013,67.24098825317873,67.29997661590677,67.3270585780503,67.5645,68.090546
134,동강대학교,전문대학,사립,광주,B그룹,44.408780708620306,44.11736419318575,43.998987868292545,43.20049701820943,67.44646469898034,67.67615533978275,67.41262837024838,67.41212396433119,67.35723015787414,67.33678389052204,67.43381690797538,67.52322,67.9902
135,동국대학교,대학,사립,서울,A그룹,44.664584271436404,44.324534450388086,44.31350964593887,43.378261874101135,70.63480197739331,70.42179983649666,70.04121400510766,70.67192873429036,67.76631048750613,72.398161108756,70.40878196134071,69.76585,70.66668
136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,44.61048970086632,44.19289567505387,44.067907928659515,43.28481462248748,67.26617580355601,67.20016007251446,67.07674287586569,67.18909316265007,67.26925813483649,67.27452076407738,67.66729657950022,67.493835,68.12595
137,동남보건대학교,전문대학,사립,경기,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.20772747518503,70.21324110145073,70.81900718876176,71.46964271324936,71.49309183334161,67.42843225739222,67.68453824310176,67.42725230529774,68.59084,68.053215
138,동덕여자대학교,대학,사립,서울,B그룹,44.687997989958724,44.375160268334646,44.24281996066705,43.27964267910415,69.15217846524197,68.03915269347891,68.89978108821064,69.84523671602534,67.36473544111185,68.95036649873433,67.6782890810912,67.80634,68.94368
139,동명대학교,대학,사립,부산,B그룹,44.41083225900842,44.120742367095175,43.996563910160866,43.20834655463499,70.18438182944205,67.39479653349616,67.33950746423369,67.36914091448847,67.35419835656337,67.23710731670302,67.6638817109673,67.43817,67.23354
140,동방문화대학원대학교,대학원대학,사립,서울,-,44.61988595618921,44.33348175680329,44.218291620630104,43.27577529564508,70.54678056542693,70.52264123395662,67.28408481096011,67.74427806950668,67.31120594502232,67.35353464224943,67.3005242627998,67.35384,67.25917
141,동부산대학교,전문대학,사립,부산,C그룹,44.48079260084193,44.11025763019152,44.03954786503485,43.22352746048918,67.34759108237098,67.56211879721121,71.30746225736753,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
142,동서대학교,대학,사립,부산,B그룹,44.42732418424391,44.13076295645424,43.995082522476764,43.19584643035593,67.87881410548478,67.85874754590861,67.47656862300458,67.40995914584052,67.17954324299035,67.21899136844051,67.53264642058004,67.755875,67.58806
143,동서울대학교,전문대학,사립,경기,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.21029881124786,67.84157564305097,67.9509319488985,67.43972846828359,67.42057477633159,67.40871593882085,67.4290589225556,67.4293261689341,67.63129,67.404976
144,동신대학교,대학,사립,전남,B그룹,44.40077109149315,44.11611989271444,43.99667687612103,43.19278400718136,67.30350991648241,67.2940858774099,67.31627452347145,67.3227549004068,67.24795166297598,67.2817630987157,67.96538402142203,67.95123,67.64319
145,동아대학교,대학,사립,부산,A그룹,44.72160209202402,44.49688508510271,44.3612876665929,43.410210986003555,70.27540996591704,69.89138490787,70.14413414088857,69.1519477258913,68.72931889190137,68.59075674574655,70.0866541188704,70.21325,70.71002
146,동아방송예술대학교,전문대학,사립,경기,B그룹,44.42243705057333,44.11603756966445,44.06321134023228,43.20300383067747,67.44708501449122,67.37087967121545,67.36482143257909,67.33903812373262,67.35296259506833,67.3341759113106,67.61337129223443,67.5652,68.11611
147,동아보건대학교,전문대학,사립,전남,C그룹,44.4206876535243,44.119415743573875,43.99185911273013,43.20560264229733,67.39950911108615,70.13546741479225,70.18670338249173,70.20879058353889,67.45144133212324,68.59645842883424,67.4014984467082,68.152725,68.06721
148,동양대학교,대학,사립,경북,C그룹,44.41730947961487,44.11736419318575,43.99038143994614,43.1877783618133,67.39597131211082,67.34640867748134,67.29950204099319,67.21503108893411,67.21641347807169,67.21421374048542,67.21588571612095,67.18259,67.16639
149,동양미래대학교,전문대학,사립,서울,A그룹,44.42314469916607,44.122482926115644,44.03533571051023,43.26110799102172,67.57459639756043,67.71583254343801,68.75027043787989,67.95282207941953,68.045774039897,67.96300422516279,67.96300422516278,67.327446,67.322426
150,동우대학,전문대학,사립,강원,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
151,동원과학기술대학교,전문대학,사립,경남,B그룹,44.41730947961487,44.12384404738896,43.992664518323714,43.2189935411425,69.93680604103514,70.4442657088703,71.39297471515206,67.84265489967903,70.23310035801252,69.46869694782119,70.04654395012902,68.06033,68.76285
152,동원대학교,전문대학,사립,경기,B그룹,44.41730947961487,44.10325118636737,44.00605417273919,43.1942929402607,69.36910196203318,68.41253063025347,69.69605386082667,69.82980523342843,69.03246045087543,69.03733873741733,67.95760947786462,68.53434,68.2358
153,동의과학대학교,전문대학,사립,부산,B그룹,44.408780708620306,44.106879456282094,43.99318573625144,43.21029881124786,68.93501100885645,71.34449167550149,70.1304938183621,68.89442131062556,70.18007888449239,69.82441048613026,68.89929959716746,68.90841,67.78759
154,동의대학교,대학,사립,부산,A그룹,44.45771813051791,44.149467085412304,44.03019132830289,43.20279834599202,69.08611656987003,67.9836930572753,67.66240373305563,67.40021807638837,67.21206645075281,67.10700938668391,67.13192113526739,65.81107,68.990616
155,두원공과대학교,전문대학,사립,경기,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.04781896701526,68.9020510388519,67.41990405499347,68.97966808626988,69.91605288303816,67.96303322723648,70.21046752949475,69.64204,70.12257
156,디지털서울문화예술대학교,대학,사립,서울,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.33349344078165,71.33349344078164,71.02120249636472,70.991455,69.64969
157,루터대학교,대학,사립,경기,C그룹,44.62679836253287,44.331163289534906,44.214592382648924,43.268364551517884,70.00582207735965,68.89030734204415,70.00907470624084,67.28652792094871,67.32145469429126,67.33455917261658,67.37741987477081,68.10813,67.76061
158,마산대학교,전문대학,사립,경남,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,67.69508785602875,67.70632801267412,67.95273119132274,69.06678237720905,68.1451916068857,69.08286040151319,68.64112778819384,68.8306,68.192604
159,명신대학교,대학,사립,전남,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
160,명지대학교,대학,사립,서울,A그룹,44.74035497778178,44.43638261799791,44.271794914525124,43.42316072510131,68.50630062608451,67.93212903860045,67.61549640582359,67.31785273301738,67.24833383906441,67.23411224738412,67.64971686685134,67.16369,67.21745
161,명지전문대학,전문대학,사립,서울,A그룹,44.40836333028866,44.1374975508115,43.99318573625144,43.22078354815152,67.45811567097331,67.3926392616266,68.62282958823204,67.42620569489219,67.38505096852124,67.45121750518622,67.75715284241399,67.759254,68.932106
162,목원대학교,대학,사립,대전,B그룹,44.43752026514108,44.11603756966445,44.00283827338597,43.19784088931767,67.38072443309242,67.31304472177914,67.2323208246051,67.21733697422981,67.1989955005617,67.21459692345714,67.24320353204081,67.65004,67.10572
163,목포가톨릭대학교,대학,사립,전남,C그룹,44.627597612472734,44.342460270361485,44.286305929802126,43.28810849227997,68.95390874168358,67.33653722205035,67.35449053526271,67.29341539892164,67.31941182217174,67.38040433904592,67.36340201244731,67.47475,67.39173
164,목포과학대학교,전문대학,사립,전남,B그룹,44.41730947961487,44.10430812021926,44.01317461658629,43.216100943288964,69.9276767840304,70.48732541588241,71.4980163689453,70.4573555542943,69.01458726249645,70.84363109844166,70.05268354660487,70.02917,68.8382
165,문경대학교,전문대학,사립,경북,C그룹,44.45521902143133,44.15988739375305,43.98095854829922,43.19172324730883,67.63663855121061,67.37159388019019,67.44350514301061,68.36629906901862,67.61526545330366,69.0467769792809,67.35659980768527,68.26894,68.27033
166,배재대학교,대학,사립,대전,B그룹,44.438592930955515,44.156270296451304,44.036169691125416,43.20772747518503,67.37528737801036,67.2445408935118,67.18764431033954,67.20997670498012,67.20014665473067,67.19999261564364,67.20442280497979,67.244026,67.40365
167,배화여자대학교,전문대학,사립,서울,B그룹,44.41725164517486,44.12251742386765,44.00314925522737,43.19653347567558,67.51411292120291,70.44697094726229,70.18537205917852,70.86287292816306,67.95273119132275,67.38398722867943,69.40423597098756,67.66103,68.52851
168,백석대학교,대학,사립,충남,A그룹,44.43678774587898,44.12381838766551,44.046982801071856,43.207721605722575,68.20351922476114,67.541403974017,68.40917117586307,67.7909705611991,67.8021811768276,67.3543836650913,67.47714415342786,67.608246,68.31607
169,백석문화대학교,전문대학,사립,충남,A그룹,44.41730947961487,44.11736419318575,43.96024093388086,43.187838745780944,67.41011589824363,67.36871458683737,67.67959944656472,67.7704266547484,69.92414120640753,69.01810936976122,69.02278761752449,68.76663,69.15861
170,백석예술대학,전문대학,사립,서울,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
171,백제예술대학교,전문대학,사립,전북,C그룹,44.41730947961487,44.11736419318575,43.982700999347784,43.21029881124786,70.40299696036837,70.36832577500935,70.12463554172342,67.40910617358608,67.82845034155736,69.20015703520227,68.50109899765937,68.35287,69.244934
172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,50.91691028225809,50.88003355414748,51.33313215245774,50.58650470430106,74.13274241551454,74.14457037250378,74.1445703725038,74.13959725422421,74.1395972542242,74.1238714477726,74.1270770929339,74.119026,74.078224
173,벽성대학,전문대학,사립,전북,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
174,부산가톨릭대학교,대학,사립,부산,C그룹,44.4374535861,44.09675885742439,43.97662343444802,43.18472679963196,67.38482895869492,67.35240079996085,67.26685816390173,67.27464829092865,67.27208335586373,67.33886064757976,67.31352801276853,67.51765,68.17804
175,부산경상대학교,전문대학,사립,부산,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,70.47183707043858,69.050676748501,67.77078692427602,67.3989920357951,67.45431307310254,67.41491556202647,69.93227769293495,67.351074,69.00868
176,부산과학기술대학교,전문대학,사립,부산,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,68.93406945701462,68.62836498420862,67.38685021094547,67.38685021094547,67.38685021094548,67.39172849748736,67.39172849748736,67.37798,67.26871
177,부산교육대학교,대학,국립,부산,C그룹,44.7503836614181,44.41372278034846,44.32101171897432,43.3336687072414,67.39942399813653,67.33942242352651,67.32653587858108,67.26282497308142,67.25700926786195,67.27181317679862,67.37256863955214,67.445694,67.953804
178,부산대학교,대학,국립,부산,A그룹,45.2293349974398,45.00272065412188,45.222276833717345,44.18065210573478,74.98704173067084,74.85205597158215,74.8057096454174,74.81691148233494,74.2338171430385,74.87759840629799,74.93120103686637,75.29263,75.26921
179,부산디지털대학교,대학,사립,부산,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
180,부산보건대학교,전문대학,사립,부산,B그룹,44.408780708620306,44.09444039015602,43.99455033330898,43.187838745780944,67.53316202022123,67.42712188189586,67.39164397077668,67.41806703271025,67.43291441111303,67.72242169332385,67.96105637673332,69.29529,68.18564
181,부산여자대학교,전문대학,사립,부산,C그룹,44.62810638104791,44.34811699722234,44.00182263170606,43.2168687082548,67.83504611752765,67.656482925189,67.39811653234113,68.99581575297086,67.36018026320234,67.38193625145936,67.29826539843833,67.29716,67.15553
182,부산예술대학교,전문대학,사립,부산,C그룹,44.41730947961487,44.11968266045413,44.00610369546389,43.221924137341745,71.51453314489639,71.49445374512952,71.48278361286278,71.4827836128628,71.48278361286279,71.48278361286278,71.48278361286278,71.492355,71.444565
183,부산외국어대학교,대학,사립,부산,B그룹,44.41848545646747,44.11181357732759,43.97365728417861,43.25628177032019,67.75352947272962,67.17586680677003,67.19912935108235,67.19730888988852,67.72456409881592,67.21525928664792,67.30451960780697,68.04585,68.095566
184,부산장신대학교,대학,사립,경남,C그룹,44.71065425111138,44.443496376937645,44.25350965510992,43.32723938771204,67.4414055963361,67.38915711569648,68.46472189578601,69.61663309765362,67.38021749372103,67.47351780802514,71.15931905509152,69.70258,68.64343
185,부천대학교,전문대학,사립,경기,A그룹,44.41730947961487,44.10430812021926,43.982700999347784,43.187838745780944,67.38451252426808,67.34934780257115,67.48313662576385,70.09912978710152,67.40588647661639,67.67299774204754,67.42542836474536,67.75076,67.86158
186,삼육대학교,대학,사립,서울,B그룹,44.42159931892229,44.13140335381514,43.99318573625144,43.187838745780944,67.47614192365319,67.44756206350729,67.2952826564499,67.28462143366424,67.238165428263,67.28552009711314,67.34675749023148,67.477264,67.65878
187,삼육보건대학교,전문대학,사립,서울,C그룹,44.448348491607305,44.341637143019135,44.223814460564974,43.28347988663119,68.61591384560519,68.86123493060649,69.34852293682269,67.35904458051033,67.32788281416728,67.3405934557337,67.34911166940162,67.45286,68.06662
188,상명대학교,대학,사립,서울,A그룹,44.638379111786534,44.175544581109015,44.043242585744586,43.205424466568644,67.74516437423422,67.5845870168613,67.46098658381406,67.89968502983642,67.4583067117629,67.69947768204311,67.20303625606641,68.44283,69.03605
189,상지대학교,대학,사립,강원,B그룹,44.55830174425207,44.315820211393685,44.1349034249851,43.25865115837243,67.3102777488791,67.24493974169174,67.2629766626999,67.22342921394387,67.20970175705123,67.30526784956699,67.88604899745302,67.98325,68.45222
190,상지영서대학교,전문대학,사립,강원,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.0156887085705,70.33546353568316,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
191,서강대학교,대학,사립,서울,A그룹,44.896242625840856,44.584784221759975,44.45692707466479,43.445336533292554,69.44351600808992,69.84951837694194,69.11526873999769,70.07946643012116,69.95550631618478,70.22217356127956,70.28795418459363,69.22038,68.765656
192,서경대학교,대학,사립,서울,B그룹,44.49953314904161,44.199555939535024,44.03825525632341,43.229863733542714,67.74553358716985,67.27319899660773,67.2255245249412,67.26604941239265,67.98669775886158,67.5803664967726,67.28472677288481,67.90751,67.76998
193,서남대학교,대학,사립,전북,C그룹,44.41310754264717,44.10964003851123,43.9867133571451,43.17956259910378,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
194,서라벌대학교,전문대학,사립,경북,C그룹,44.41310754264717,44.09525734202344,43.97253830455751,43.19783295211813,68.60783621663664,67.87363761674617,67.63694494633381,67.31660340435627,70.28688255458607,69.3208306729341,71.33767725461486,71.19847,70.78832
195,서영대학교,전문대학,사립,광주,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.20772747518503,67.43909798036943,67.42624712481644,67.42170329741771,67.42597987843794,67.4105151812451,67.39902107978462,67.42711638866406,67.64663,68.214775
196,서울과학기술대학교,대학,국립,서울,A그룹,44.53582128253003,44.30121786017968,44.12855511735276,43.29584593052704,67.94063079015545,67.99536252075605,68.06065366259803,69.27543963490034,68.41048516013765,68.67373564241254,69.77744688605407,68.8261,67.28145
197,서울과학종합대학원대학교,대학원대학,사립,서울,-,44.448348491607305,44.1517793416474,44.035625587254074,43.24450691959211,70.15282328697295,70.1347550400949,68.44470988335715,70.77933071586041,67.67660493530364,68.90187219817754,69.38580454027534,68.07207,69.41806
198,서울교육대학교,대학,국립,서울,C그룹,44.74934124225745,44.45609127196116,44.3236508002803,43.33556992046054,67.30316439178117,67.35759182694864,67.35339863800417,67.59449603502368,67.3710393865395,67.44810146301353,67.51043322028245,68.75877,69.125404
199,서울기독대학교,대학,사립,서울,C그룹,44.45521902143133,44.15708309744775,44.17081429981783,43.28462898986753,67.74070436100509,67.36752619776404,67.4036127863112,67.59383150991962,67.50973397275962,69.8866686014947,67.23935798796418,67.31,67.018005
200,서울대학교,대학,국립,서울,A그룹,55.23707190860218,57.66658784562217,59.604938124039975,57.43695559715825,84.6777035330261,84.65375672043012,85.12915450588838,86.28006432411672,86.15684523809522,85.87686251920121,86.23773233486942,80.55085,82.04005
201,서울디지털대학교,대학,사립,서울,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47779480433925,71.43865113550812,71.42102266315602,71.45117833368873,71.45117833368873,71.45117833368872,69.38917304676886,69.30705,71.32232
202,서울미디어대학원대학교,대학원대학,사립,서울,-,44.4496172806886,44.158259195850604,44.045589106230004,43.292174616525834,71.51099890408692,71.49883519973575,70.48613497479153,71.50058896995543,71.48863287049932,69.21068200320552,71.00805579363923,72.78447,70.90987
203,서울벤처대학원대학교,대학원대학,사립,서울,-,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
204,서울불교대학원대학교,대학원대학,사립,서울,-,44.62810638104791,44.1515108844353,44.07855093526085,43.32166127913536,71.49922906377213,71.52610656073529,71.49316141836185,71.49120547150943,71.50299441356152,71.44045569626279,71.45818261910956,71.2159,70.911835
205,서울사이버대학교,대학,사립,서울,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
206,서울사회복지대학원대학교,대학원대학,사립,서울,-,44.448348491607305,44.158259195850604,44.045589106230004,43.25320164948675,71.50607436848321,71.4608343027197,71.4478098271952,71.48863287049933,71.48863287049932,69.09822699671271,71.4478098271952,73.51135,73.3251
207,서울상담심리대학원대학교,대학원대학,사립,서울,-,44.67484716593417,44.394591433384754,44.27307108905217,43.345469593495025,69.50648734138208,69.49602247599987,69.60621721282631,68.18330048367562,68.12119841574139,68.14537343490727,69.63659248329749,68.9301,68.326324
208,서울성경신학대학원대학교,대학원대학,사립,서울,-,51.383128760240666,51.35111762352792,44.25559239658719,43.3336687072414,67.99476758436913,67.96655947664011,71.16125590020663,67.39330403820567,67.51057821308166,67.92033196029612,67.71475718765467,68.20825,68.49703
209,서울시립대학교,대학,공립,서울,A그룹,44.875698411444084,44.59838767023973,44.55409797503028,43.4252739411933,69.34113365487265,70.26504288472937,72.27060243855605,70.78772313980852,72.15367947075835,71.05319863432045,72.02151378099664,71.43374,72.385956
210,서울신학대학교,대학,사립,경기,C그룹,44.50258248585945,44.1696980831061,44.09160577897125,43.327639752659096,67.57969814362599,67.37624425522877,67.38493193797014,67.38570449932264,68.47801418640141,68.9176877143967,70.00553892628531,68.11382,69.118355
211,서울여자간호대학교,전문대학,사립,서울,C그룹,44.486872716967085,44.16059723078662,44.05015526726579,43.258695831633425,67.43998492385495,67.43091363823083,67.39496572490613,67.33236359576848,67.32499558816556,67.36937189512804,67.38710866516226,67.73413,68.0996
212,서울여자대학교,대학,사립,서울,B그룹,44.66617469609835,44.390355194917,44.28025180442543,43.343547383397414,67.4138003776046,67.19531356658051,67.1964769021858,67.18101673003831,67.13094722091222,67.18350055062287,67.21041924028371,64.63469,67.271164
213,서울예술대학교,전문대학,사립,경기,B그룹,44.487994876057996,44.15288958931307,44.06453796375359,43.29577654665273,68.89798805001996,67.3815236160489,68.8803214281655,67.42624712481644,67.66447986592858,68.04355220478787,67.69068855139898,68.03182,68.44539
214,서울외국어대학원대학교,대학원대학,사립,서울,-,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.44605605697554,71.43257707111266,71.31495199075802,70.22651785897739,70.21914402876348,67.6457351256075,67.87008,67.83674
215,서울장신대학교,대학,사립,경기,C그룹,44.524140931832044,44.39556166636469,44.0888963074453,43.25943162426951,67.37050270531743,67.33602828284076,67.3108266826239,67.32073561558438,67.36427583749713,67.3886666474921,67.72095555221225,68.240395,67.56492
216,서울한영대학교,대학,사립,서울,C그룹,44.684895284230976,44.33989599881128,44.277273049400016,43.30287328200684,67.33630653750342,67.32481146542818,67.342747983721,67.33547268343384,67.60531794755137,67.3288198461832,68.44161311549747,67.978065,68.06644
217,서원대학교,대학,사립,충북,B그룹,44.405956496891626,44.11170124813494,43.9867133571451,43.18191920083538,67.31818255904479,67.22081034116664,67.23853444468271,70.10220005893237,69.87546370925074,67.28927988370617,67.64758849887811,66.967384,67.23786
218,서일대학교,전문대학,사립,서울,A그룹,44.437975799416144,44.10482414860085,44.02018128978463,43.22078354815152,67.99083488450457,68.63624950165196,68.56644324818747,67.42597987843794,67.40768571904063,67.39902107978462,67.42711638866406,67.64663,68.214775
219,서정대학교,전문대학,사립,경기,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,70.15374178251915,70.1347550400949,70.38061936006464,70.37019677483737,70.859054572895,70.75238899438745,70.12712531186861,69.49311,69.08206
220,서해대학,전문대학,사립,전북,C그룹,44.41730947961487,44.099231650978524,43.99318573625144,43.21029881124786,69.39532078592858,70.77013691629237,71.30746225736753,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
221,선교청대학교,대학,사립,충남,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
222,선린대학교,전문대학,사립,경북,C그룹,44.41730947961487,44.127016730320285,43.99318573625144,43.20277001851067,69.08448572920734,67.4054217253347,69.32038856760983,67.3560219883258,69.79918846460559,68.89929959716746,67.42937860708123,67.30996,67.5979
223,선문대학교,대학,사립,충남,B그룹,44.42743706917974,44.180871769590446,44.010749244357065,43.216524511627284,67.53683595619525,67.43713400215728,67.3814832355498,67.28643006802355,67.2936008458099,67.14740751288475,67.1744129452177,67.14543,68.990616
224,선학유피대학원대학교,대학원대학,사립,경기,-,51.409399817588344,51.48164626536099,51.481646265361,51.06851568100359,74.13959725422421,74.14846822196614,74.14793058755755,74.15167386712746,69.08753488368247,70.32030683760989,74.12776929723496,73.849815,74.958595
225,성결대학교,대학,사립,경기,B그룹,44.48212839923496,44.18424817915003,44.07890279200229,43.25451189311456,67.21713797554055,67.26019050117107,67.23830708011006,67.23760067460908,67.17899685509825,67.17574389676194,67.19780232775567,67.25305,66.9751
