ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
1,ICT폴리텍대학,전문대학,사립,경기,C그룹,44.448348491607305,44.1517793416474,44.035625587254074,43.25030905163322,71.51099890408692,71.49626259872565,71.48863287049932,71.49801636894533,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
2,가야대학교,대학,사립,경남,C그룹,44.41730947961487,44.12933519758866,44.00990919450837,43.23613722189157,69.07336070133672,68.80304719259803,68.3597021565931,67.54437255620458,67.31636719955006,67.31411373594274,67.3182606343337,68.04042,68.28518
3,가천대학교,대학,사립,경기,A그룹,44.495583160596816,44.25369389423492,44.0806047484177,43.27245240218769,70.65039263265095,69.83797808886146,70.81758066446811,70.79772151840685,70.5648685519516,70.60126684207654,70.65399242496814,70.661285,70.68174
4,가톨릭관동대학교,대학,사립,강원,B그룹,44.40370423937957,44.13066000585672,43.988991248697985,43.19738644894299,67.45161264742451,68.44480719372133,67.38576998917448,67.31768958174935,67.29277531623615,67.28480174174423,67.3413497383811,67.280365,67.529884
5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,44.67581500405947,44.45555264139419,44.2877449673016,43.31077149759254,67.98882728752125,69.13212556853017,67.4239959858132,67.97057658576037,70.6678137927534,67.66756853526073,69.00011731583093,69.59452,69.06103
6,가톨릭대학교,대학,사립,경기,A그룹,44.99593495791923,44.790117316332065,44.70365226549926,43.613025312673024,73.84892105572295,73.72957216484183,73.57441702187329,73.65898071488543,73.68066428309322,73.7282632724036,73.82754016394964,73.60236,73.80197
7,가톨릭상지대학교,전문대학,사립,경북,C그룹,44.675462834727576,44.175413193218986,44.21800046763153,43.275698820695524,67.39492315143163,67.38786804728491,67.39949180342397,67.39194995782924,67.38533920746852,67.3467056826059,67.33150825374402,67.26802,67.24234
8,감리교신학대학교,대학,사립,서울,C그룹,44.66894692173312,44.371556655722124,44.27097063831316,43.32365967070501,67.33795447063187,67.41525059758891,67.71576922185194,68.45206049055827,67.30461990765788,69.604048654398,67.94391974863305,68.91304,69.35622
9,강남대학교,대학,사립,경기,B그룹,44.41730947961487,44.11323327335914,44.00329939915859,43.2218637533741,69.22308171183374,68.92766490525732,69.9040814529381,67.94360070324514,69.89292134796526,69.37560972675887,69.2916838083446,69.054474,69.28861
10,강동대학교,전문대학,사립,충북,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,70.81749272328626,68.62836498420862,70.1271253118686,71.44780982719523,70.36493491712987,67.39172849748736,67.39172849748736,67.43128,69.188805
11,강릉영동대학교,전문대학,사립,강원,B그룹,44.408780708620306,44.11736419318575,43.99318573625144,43.22078354815152,68.93354089808487,67.41051518124509,69.0779821149713,67.6794270815917,70.39266979778982,70.39266979778981,70.39266979778982,70.40215,70.188
12,강서대학교,대학,사립,서울,C그룹,44.55583962530832,44.13082881571296,43.99318573625144,43.28347988663119,67.65146557912529,67.36020703090374,67.34106196064302,67.42619611926048,67.33578766073191,67.34066594727379,67.35985512619366,67.617775,67.8593
13,강원관광대학교,전문대학,사립,강원,C그룹,44.41730947961487,44.11736419318575,43.982700999347784,43.21029881124786,67.48656868632135,68.85722321359441,70.36952628204259,67.36111210834582,71.32362389005819,71.33260677269777,71.4478098271952,71.4384,71.45438
14,강원대학교,대학,국립,강원,A그룹,44.75292223933842,44.34311375746135,44.257116466997154,43.286183065519054,69.13845538413203,71.87352924322302,72.01817122275101,72.56960286763416,72.40090516586017,72.43414027824711,72.44416996884986,72.3186,72.3186
15,강원도립대학교,전문대학,공립,강원,C그룹,44.416465015241535,44.22262293343314,44.01454389834131,43.194408642787884,67.38514788270142,67.3162215157972,67.75800700431593,67.29900689829765,67.3203937069692,67.32707392509876,69.73485943095186,67.44467,68.47116
16,개신대학원대학교,대학원대학,사립,서울,-,44.66894692173312,44.37937804785553,44.285644516562584,43.27963061747536,68.9226963600555,68.39134326759711,70.20788073735662,67.33916564280159,69.28143524704113,67.30360286179473,68.9175069436011,67.801216,68.58465
17,거제대학교,전문대학,사립,경남,C그룹,44.41730947961487,44.11468426894333,44.130783810015785,43.239920803234746,69.80123608448895,69.34433940910051,67.64601735667111,67.38837916249484,69.83486521173594,67.42352730369726,69.72808477942512,68.74564,67.82133
18,건국대학교,대학,사립,서울,A그룹,45.00292405422326,44.745477389152256,44.64654412792218,43.48216686291364,71.82238098531975,71.42789278423385,72.38636853451442,72.00933295635305,72.27637639328684,71.45381972532115,72.73698699181789,72.350334,72.67339
19,건국대학교(글로컬),대학,사립,충북,B그룹,44.5006997302183,44.20054362580274,44.073505116928224,43.21202600597687,67.43592564003922,67.56614419463217,67.25123004826433,69.9285901175628,67.29123988812802,67.31361195888788,67.32429197252537,67.81078,67.59343
20,건동대학교,대학,사립,경북,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
21,건신대학원대학교,대학원대학,사립,대전,-,44.50765895510019,44.2138462009883,44.107107719506764,43.28041722095553,69.26880044309735,68.77072898729863,67.42532663694827,69.37136391518897,67.32526710867376,67.36364171803213,67.3260127367861,67.36644,67.35811
22,건양대학교,대학,사립,충남,B그룹,44.486701403071706,44.19398506884093,44.09754205819467,43.239608302567255,69.98626357014683,67.53591833110103,68.5716391145812,67.55020827737576,67.58314324624162,67.64486401286992,68.93086687272634,68.49753,67.84184
23,경기과학기술대학교,전문대학,사립,경기,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.189203342838475,69.1023754642876,68.97520036062947,68.59320090629745,67.37788582367446,67.94310103690464,67.46214857708847,67.42503101718974,66.86727,67.14325
24,경기대학교,대학,사립,경기,A그룹,44.746974382367085,44.3652649321585,44.090084281872116,43.23191663475041,70.13666888785286,68.93946832675333,68.41828976871615,67.6689852619004,67.71390310918605,67.61243266312344,68.23130386167756,68.308426,67.78093
25,경남대학교,대학,사립,경남,A그룹,44.40836333028866,44.11736419318575,43.99318573625144,43.18882296200664,67.50889108679037,67.47028258537199,67.35284380623179,67.26236236655028,67.13908706592643,67.199266192918,67.21492523099843,65.88936,67.189
26,경남도립거창대학,전문대학,공립,경남,C그룹,44.42880146639555,44.15045271812608,44.043733639359736,43.2277284731891,67.94148947264108,68.3911571531786,69.02472585831714,67.34668302947772,67.34420369063476,67.37561720341748,71.32422672337833,70.95836,70.79766
27,경남도립남해대학,전문대학,공립,경남,C그룹,44.52478225878354,44.19862542753941,44.0598674979254,43.216062622537294,67.39949341445742,67.3446961708974,67.34731072289163,67.38641603089259,70.09723142356646,67.70620134863593,68.51418953680943,67.807755,68.59779
28,경남정보대학교,전문대학,사립,부산,A그룹,44.41730947961487,44.106879456282094,43.99318573625144,43.22078354815152,67.4540099539452,67.40560229913892,67.35124619829308,67.34263807459034,67.34113206050212,67.35187888343268,67.35092649452727,67.6773,67.91555
29,경동대학교,대학,사립,강원,B그룹,44.418578268696166,44.12384404738896,43.998987868292545,43.224460847304925,70.85726507250928,67.31661166920937,67.27616810919105,67.28929028245638,67.33200278254294,67.30221576430016,67.36444648393207,67.41607,67.66537
30,경민대학교,전문대학,사립,경기,B그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.21029881124786,67.6990950200056,67.41828529858212,67.66393158203427,67.42247526166082,67.41657924744221,68.81344116585615,67.39030586122973,68.35113,68.23244
31,경복대학교,전문대학,사립,경기,A그룹,44.408780708620306,44.10430812021926,43.982700999347784,43.187838745780944,67.40706419871913,67.74071790039346,67.34594259531764,67.30647547860579,67.32139107399999,67.35221302522777,67.34560897307455,67.451706,67.83563
32,경북과학대학교,전문대학,사립,경북,C그룹,44.425724494467765,44.11736419318575,43.99318573625144,43.187838745780944,70.16111561273304,69.39343426850168,70.38727505049165,68.89442131062556,69.04173114682968,68.89929959716746,68.89929959716746,68.26943,67.83824
33,경북대학교,대학,국립,대구,A그룹,45.81745823732713,45.72880713965692,45.552420778929836,44.35407578084997,74.58979502688169,74.03680370969806,75.14037490399379,74.2992733244414,75.1091581861239,75.12479950716848,75.12122071812593,75.26921,75.26921
34,경북보건대학교,전문대학,사립,경북,C그룹,44.44071946200356,44.10430812021926,43.982700999347784,43.21029881124786,67.81978025002113,67.37212959718256,67.39877938330174,67.37299607445529,67.37479568109866,67.37700788372446,67.41335498069029,68.05755,68.313896
35,경북외국어대학교,대학,사립,대구,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
36,경북전문대학교,전문대학,사립,경북,B그룹,44.437975799416144,44.11736419318575,43.978158941672035,43.20049701820943,67.48344760280257,69.37834955920475,67.45139741340861,67.41868938865306,67.42943911917399,67.4049282371873,67.419006200864,67.25944,67.18924
37,경상국립대학교,대학,국립,경남,A그룹,44.99200552221986,44.706254169872096,44.663426377551914,43.5428094208591,71.37680567567223,71.73836780466087,71.9950323117732,72.54036292986343,72.81130834718999,73.23686299941487,73.30880330550738,73.0105,73.005615
38,경성대학교,대학,사립,부산,A그룹,44.48273730906081,44.12193926000952,43.96407858918804,43.18503444947564,67.79175431631751,67.44201688935918,67.32950889503394,67.32708064768813,67.45136658421463,67.43401454062686,67.49051242993197,67.51892,68.26125
39,경안대학원대학교,대학원대학,사립,경북,-,44.414376331728455,44.11195850577961,44.03779976283795,43.241543658959,70.69426997939772,69.79253318394753,69.35685861048832,71.30746225736755,73.57175499231946,73.9998003072196,68.05469259450125,69.720375,72.320786
40,경운대학교,대학,사립,경북,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.19995778500583,67.36415529207922,67.30583085317829,67.28358708341197,67.29654890238601,67.35540954186763,67.31992428576831,67.72675699423668,67.69245,68.055664
41,경인교육대학교,대학,국립,인천,C그룹,44.75770219536577,44.463523579236146,44.329718510497734,43.342375498764824,67.28121619710159,67.28435602163582,67.32559502310302,67.3842064199404,67.32965024177261,67.34064970909704,67.36673774740285,67.70921,67.86135
42,경인여자대학교,전문대학,사립,인천,B그룹,44.40370423937957,44.11736419318575,44.06453796375359,43.248910073025456,67.7412938279516,67.44442535126623,67.7399668101697,67.47652206418678,67.38685021094548,67.41648885409678,67.42338192251202,67.73487,67.81348
43,경일대학교,대학,사립,경북,B그룹,44.415982856093564,44.127016730320285,44.145987874761914,43.21865871526382,70.05524982603589,67.75729193429211,67.33820005923495,67.34882499700967,67.32544316471784,67.35824160416963,67.37118485248541,67.51404,68.31847
44,경찰대학,기타,기타,충남,-,44.7503836614181,44.171528751618375,44.02331723254558,43.187838745780944,67.45424478964259,67.38685021094547,67.39414279324272,67.38685021094547,67.38685021094548,67.4333105439341,71.4478098271952,69.94919,67.933945
45,경희대학교,대학,사립,서울,A그룹,45.384531057987715,45.25479640296981,45.49994479646697,44.79156672427035,75.54809475806455,75.66141321044547,75.52834245391706,74.44797544540101,74.47301795321133,75.58564996159754,75.79916906682027,75.29263,74.87754
46,계명대학교,대학,사립,대구,A그룹,44.60395732176576,44.459223609601594,44.347109135901896,43.40899857208321,70.41169458626722,69.27866783336795,69.03424793757178,69.01862086869163,68.95147878343381,68.99331100087905,69.0218398836044,68.64491,68.94508
47,계명문화대학교,전문대학,사립,대구,A그룹,44.41730947961487,44.09444039015602,43.982700999347784,43.21029881124786,68.61903300657094,68.88911555585248,67.66752708690818,67.66104001894048,67.38983627003871,67.40667604298454,69.89329403819188,67.07913,68.26013
48,계약신학대학원대학교,대학원대학,사립,경기,-,50.24054608294932,50.74663551267282,50.219072580645175,43.342228972672835,68.97391884478611,74.14846822196614,74.14470478110594,74.12424779185862,73.05712269585247,71.4478098271952,71.4478098271952,71.8149,71.43545
49,계원예술대학교,전문대학,사립,경기,B그룹,44.55703295517078,44.10115103145323,44.02331723254558,43.187838745780944,68.93112386769992,67.41828529858212,69.79895403586066,70.12138235189823,69.8186675261599,69.96522644606084,68.85993617118146,67.75762,69.40983
50,고려대학교,대학,사립,서울,A그룹,49.911330613159194,49.75122337429591,48.84335653481819,48.44291930683562,79.16660714285726,79.29656586021521,79.26612759216603,79.18671082949317,79.53463293650798,79.55953533026107,79.8664722542243,80.55085,80.55085
51,고려대학교(세종),대학,사립,세종,B그룹,44.47813948154212,44.162142763297574,44.022237926337375,43.26210379591042,69.96821915677353,68.29302781568323,68.54155783921944,70.51950590235785,69.92259487329272,70.36928848805069,70.34527871607644,69.23894,68.16734
52,고려사이버대학교,대학,사립,서울,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4511783336887,71.45117833368873,71.45117833368873,69.98441777966049,70.39064355698517,71.83316,71.338005
53,고신대학교,대학,사립,부산,C그룹,44.64144225650057,44.15645966499976,44.082216125344814,43.25577799300306,67.39005808146838,67.34985810831853,67.67062398945109,67.36746059597213,67.67905318978697,68.17326908390203,70.84222581635231,70.1473,70.6967
54,공군사관학교,기타,기타,충북,-,44.67128013681739,44.096796991887615,44.004126093939604,43.19984089143354,67.6986192605413,69.28008884079132,69.72408202700677,70.29772546034864,69.99958725573437,68.62825237910266,71.4478098271952,70.78958,68.73329
55,공주교육대학교,대학,국립,충남,C그룹,44.74264296765006,44.492982253368695,44.36277701831378,43.3605537531807,67.38437776316779,67.36647354840511,67.38128920001522,67.37528522284178,67.3595436248489,67.38147311606616,68.39616995522965,68.2397,67.914444
56,과학기술연합대학원대학교,대학원대학,국립,대전,-,44.41730947961487,44.103938889129466,43.98754040741215,43.194743033410184,72.00589733144149,70.88443831554231,71.78468247967601,70.62863829243089,71.65550346732718,71.21817397196975,71.6578162867893,71.19503,71.51155
57,광신대학교,대학,사립,광주,C그룹,44.44277175591387,44.157326128996026,44.045907814943604,43.2394188260713,70.64171258440939,69.03035509207642,67.40676334528109,68.64059425096772,70.01681792577384,70.24281303599984,70.72611987436656,70.59609,70.70809
58,광양보건대학교,전문대학,사립,전남,C그룹,44.408780708620306,44.171528751618375,43.99318573625144,43.18990362534582,67.43346706180881,68.89278034289765,70.45766341961372,71.4827836128628,71.30746225736756,69.11750413535161,69.35362396136553,69.62189,69.63735
59,광운대학교,대학,사립,서울,B그룹,44.60755344433711,44.31447326322746,44.196269336146585,43.261175623161776,67.9675280785842,69.54018760589966,67.45504072162284,69.53473546938169,67.37620798530746,67.6469502824291,67.69834230259268,68.00866,67.91339
60,광주가톨릭대학교,대학,사립,전남,C그룹,52.09604291474657,52.15972148617512,52.18863056835637,51.67786731950846,74.05541906682024,74.05874567972343,74.05874567972344,74.05269729262668,74.061467453917,74.06187067972346,74.05582229262667,72.50548,70.4529
61,광주과학기술원,대학,국립,광주,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.352723724434085,72.07137819739374,71.99585514904334,71.04774868050508,72.06486438470944,72.12006788863162,72.21509567518905,72.19015461883322,71.89004,71.89004
62,광주교육대학교,대학,국립,광주,C그룹,44.62467855058097,44.412402988219455,44.284195904422106,43.28918225978166,67.40321287957426,67.29388042788288,67.29628174367237,67.31987542950782,67.30274511708838,67.3558634108689,67.71547543491005,67.85822,68.46213
63,광주대학교,대학,사립,광주,B그룹,44.42399180736337,44.12925758605616,44.00034495892207,43.19372917937028,70.09191266776661,69.05281735430702,67.22570182823861,67.23236282952365,67.24959797768895,67.25363543812031,67.25566691459105,67.16706,67.18941
64,광주보건대학교,전문대학,사립,광주,B그룹,44.419682349602915,44.106879456282094,43.99318573625144,43.187838745780944,70.17345293453002,70.37897839233672,68.87726609722799,70.38601410736281,69.80974504287786,71.00137522213821,70.79876077007907,70.2546,69.5729
65,광주여자대학교,대학,사립,광주,C그룹,44.42195644260559,44.12384404738896,43.97462593415327,43.19372917937028,67.4551272929315,67.39489998566333,67.67070180405743,67.30341019478291,67.27647332488786,67.34328749426969,67.25434690874225,67.372345,67.92508
66,구미대학교,전문대학,사립,경북,A그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.20772747518503,67.41548496297952,67.39460118819478,67.64264860468187,68.56464400576323,69.82441048613026,67.36409158355998,70.12712531186861,70.10357,69.24346
67,구세군사관대학원대학교,대학원대학,사립,경기,-,51.394222110215075,51.33978825844856,51.37635994303638,51.076119847670256,74.14846822196614,74.14846822196614,74.14846822196616,74.14470478110594,74.14793058755752,74.06288354454679,74.06288354454679,73.78669,73.728004
68,국군간호사관학교,기타,기타,대전,-,44.749243491334916,44.171528751618375,43.9832440937072,43.187838745780944,67.4447523736032,67.40768571904063,67.42624712481646,70.1271253118686,67.75407379829635,71.4478098271952,71.02120249636472,69.75537,69.17578
69,국립강릉원주대학교,대학,국립,강원,B그룹,44.727662077262266,44.437820392267916,44.31729827204964,43.309911514445126,67.24102886979752,67.17704410598026,67.10206630889668,67.19743592168207,67.06247329582779,67.20924866279884,67.37764160965354,67.5226,68.76688
70,국립경국대학교,대학,국립,경북,B그룹,44.73104073905949,44.42243021974022,44.29026614613864,43.271861613168475,67.28121170107839,67.25272019023053,67.30922754586314,67.26005929492482,67.28703538431864,67.31059098606137,67.71145607256508,67.48419,67.21777
71,국립공주대학교,대학,국립,충남,A그룹,44.578804886435776,44.23165230352222,44.06370254980571,43.20490659247225,67.575646029144,67.29838088877062,67.62152863207382,67.27748964495791,67.34302447259358,67.71220044959676,68.4495780937677,67.79796,68.83225
72,국립군산대학교,대학,국립,전북,B그룹,44.70298313799817,44.34692072579997,44.18921019119852,43.264519418702584,67.2695025810896,67.19478121542207,67.26376606039354,67.21341478106132,67.26312041426091,67.21414590350975,67.36716062557824,67.643906,67.2647
73,국립금오공과대학교,대학,국립,경북,B그룹,44.52549676270981,44.15453101788648,44.1111494468088,43.21574073999572,67.4087843859482,67.81776915902877,67.80606975696439,67.86909214387687,68.16002983250782,68.17112486770999,68.36072441835125,67.944916,67.51425
74,국립목포대학교,대학,국립,전남,B그룹,44.49258578960425,44.181436992421155,44.03782231119782,43.18334509514364,67.32324897713876,67.30259194731595,67.27333642725598,67.37021045719176,67.28303825949381,67.35387139498806,67.44657306523823,68.19626,68.7083
75,국립목포해양대학교,대학,국립,전남,C그룹,44.702474369422994,44.41840927603932,44.23628658573354,43.26315482164505,68.12303690802256,67.42621597426,69.73570492827702,68.90673809364016,68.90350344451736,68.59481013557644,67.29661023256467,67.9353,68.416916
76,국립부경대학교,대학,국립,부산,A그룹,44.627340628178125,44.323125430121245,44.16878707297658,43.23873694700894,68.5432747367529,68.8770852881532,68.83655199647339,70.43697164142817,68.84076370882897,68.760969940468,70.60306426884185,69.03226,68.54178
77,국립순천대학교,대학,국립,전남,B그룹,44.70329756102286,44.38130751939345,44.0676936015597,43.241505385026784,67.26789706401065,67.19169751960193,67.13874862488005,67.24795873821627,67.30056411161621,67.40819009030268,68.1280699179127,68.92817,69.370735
78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,44.41730947961487,44.12868345545332,44.00314925522737,43.23431768611052,70.26063025080367,71.50670007627453,71.13920135137838,70.93601845217069,71.52531981017239,71.75800828058777,72.1041404129384,72.40637,72.35098
79,국립창원대학교,대학,국립,경남,B그룹,44.50152661021372,44.293277837309624,44.04369104895279,43.25409270544538,67.44824923050393,67.3353160102041,67.47520378439948,67.28774566438966,67.80770250495775,67.88975491657752,67.97131427417152,68.10448,68.208305
80,국립한국교통대학교,대학,국립,충북,B그룹,44.49258578960425,44.10210417347237,44.03029562634484,43.19691152806734,67.3180517525828,67.72585812136202,67.72087050020072,67.69618450044156,67.77456439639481,67.38179773609401,70.5477199994816,68.886795,69.00535
81,국립한국해양대학교,대학,국립,부산,B그룹,44.73807913341975,44.35223947220299,44.215565446364415,43.2398604192671,67.38934429337525,67.35957237929802,67.45409719037657,67.3252787211397,67.34836352984794,67.35999075054593,67.53005301900534,68.288185,67.46758
82,국립한밭대학교,대학,국립,대전,B그룹,44.48079260084193,44.12384404738896,44.010977202375216,43.188457825230905,67.38523616781214,67.33989523114191,67.31054394832806,67.34413321169443,67.34945517531767,67.47448774508135,67.96139255416624,67.92184,67.4533
83,국민대학교,대학,사립,서울,A그룹,44.602519509348774,44.29949643499909,44.196005533299875,43.291970255009716,69.22168552828455,68.80205812777831,68.63478814352875,70.35871103157201,67.99302173188401,67.91891906244258,68.13435802454775,67.65363,67.81252
84,국방대학교,기타,기타,충남,-,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.4404341334977,70.80639049830539,70.37019677483737,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,44.62470308281259,44.331163289534906,44.223814460564974,43.28347988663119,70.80683579070596,71.4246421966901,71.43257707111266,71.43257707111269,71.32679932438843,70.78279192106552,70.38560878115493,69.82403,70.71649
86,국제대학교,전문대학,사립,경기,B그룹,44.48079260084193,44.171528751618375,43.9832440937072,43.187838745780944,67.45604403206684,67.38685021094547,67.38685021094547,67.38685021094547,67.38685021094548,67.37222258220699,67.37222258220699,67.3628,67.76477
87,국제문화대학원대학교,대학원대학,사립,충남,-,51.81865581797234,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
88,국제법률경영대학원대학교,대학원대학,사립,경기,-,44.5147837758783,44.2138462009883,44.107107719506764,43.31085161562782,71.51099890408692,71.49626259872565,71.48863287049932,71.32817925897324,71.49801636894533,71.49801636894531,71.4478098271952,71.42537,71.39769
89,국제사이버대학교,대학,사립,경기,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.21029881124786,69.42231092569864,69.39343426850168,69.38580454027536,69.38580454027536,69.38580454027534,69.38580454027534,67.95760947786462,69.20036,69.036
90,국제언어대학원대학교,대학원대학,사립,서울,-,51.75442617127497,44.38147849859455,51.81425547235025,51.46958227726574,70.34267287119751,70.64672581946145,74.12736607142853,74.10984254992313,70.87118440315504,71.30746225736755,71.28869962988334,71.3617,69.89554
91,국제예술대학교,기타,기타,서울,-,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.45543955542153,71.4478098271952,71.44780982719523,71.44780982719521,71.4478098271952,71.4478098271952,71.44167,71.40503
92,군산간호대학교,전문대학,사립,전북,C그룹,44.482844278972856,44.18741476202644,44.06791613766301,43.29487968799133,68.887529253013,67.698165615902,68.99161386203369,67.35960370701343,67.33889109685369,67.36602534603618,67.39515984194321,67.88848,67.84508
93,군장대학교,전문대학,사립,전북,C그룹,44.41730947961487,44.10430812021926,43.99318573625144,43.22078354815152,69.85102695678081,70.37256464535619,70.37939053304831,70.36493491712987,69.04173114682968,68.64112778819384,68.04355220478787,69.02323,67.95953
94,극동대학교,대학,사립,충북,C그룹,44.41730947961487,44.11736419318575,43.996563910160866,43.22556257224824,68.82995454871121,68.5545875357191,67.87249033609304,67.22439942464624,68.88413342889713,67.34076345886422,67.60212907256167,67.86417,68.26548
95,글로벌사이버대학교,대학,사립,충남,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,71.47442629784574,71.02883222459103,71.4478098271952,70.14932623402466,70.1271253118686,68.44701556888893,71.4478098271952,69.94022,69.053795
96,금강대학교,대학,사립,충남,C그룹,44.67116204168261,44.38295776486256,44.2745503553202,43.33965763660999,70.1016511135297,70.6699655143746,70.23327047208437,67.48881941460762,69.0487246355302,67.5617436007019,69.20720689924482,68.46625,68.474655
97,기독간호대학교,전문대학,사립,광주,C그룹,44.60866010702037,44.31214465349578,44.186297268500645,43.25914051140272,69.82713006510248,69.68477573246237,68.35423430228298,67.60271615362377,67.75714160514788,67.7618356497133,67.84435616151404,68.234245,68.25927
98,김천대학교,대학,사립,경북,C그룹,44.41730947961487,44.120742367095175,44.00704615219715,43.21047138752269,67.5701510944957,67.40550998738189,68.8965542008569,67.33661384094434,67.32756481720581,68.03988724177279,67.53673555259128,67.51706,67.02056
99,김포대학교,전문대학,사립,경기,C그룹,44.41730947961487,44.106879456282094,43.99050581200901,43.22078354815152,67.79433184753876,67.70571141139347,67.80347194986916,67.39841894372846,70.39266979778982,68.55417296675152,69.09415444046064,69.63581,70.30762
100,김해대학교,전문대학,사립,경남,C그룹,44.45013957394448,44.118062442852754,43.996563910160866,43.22352746048918,67.96118051012363,69.82007623733111,70.78047080171038,70.10221399609732,70.10221399609732,67.42163347227209,68.80909048959141,67.64738,68.230736
101,나사렛대학교,대학,사립,충남,B그룹,44.470839163760644,44.1546272956239,44.05944239332519,43.29059644060147,67.41152927716247,67.34258944047824,67.331034442601,67.35739601326158,67.2086226720442,67.20932564384911,67.22965127819958,67.312294,67.460014
102,나주대학교,전문대학,사립,전남,C그룹,44.41730947961487,44.11736419318575,43.99318573625144,43.22078354815152,67.84157564305097,67.39392499021243,68.63624950165195,67.44975657401622,67.36554505324085,67.40149798784611,69.06819495826078,67.36086,68.52512
103,남부대학교,대학,사립,광주,C그룹,44.418578268696166,44.11468426894333,43.99318573625144,43.22078354815152,67.45903121572555,67.45855867450481,68.51778600518038,67.40647396315757,67.37836770820411,67.38593553323892,68.3597526268137,68.37983,67.97572
104,남서울대학교,대학,사립,충남,B그룹,44.48926366513928,44.12804067156468,43.99873808574474,43.206081178837636,68.99566087490847,70.11641395794085,67.54329984300445,67.81641776818829,69.86174662380185,67.9602841538902,67.28830835037344,68.05347,68.36474
105,농협대학교,전문대학,사립,경기,C그룹,44.621154745270495,44.337643143738106,44.22455590162485,43.27963061747536,71.32849937681374,70.03755751821879,67.34059375867307,67.25127519651475,67.28340844461852,67.53028120575638,67.3012683459645,67.344,66.99469
106,능인대학원대학교,대학원대학,사립,경기,-,44.41730947961487,44.11736419318575,44.2337779795409,43.2435054926458,71.50024118685442,67.43306388238675,71.45277512836452,70.04403916255677,67.40902104493706,74.11024577572958,74.11024577572958,73.858215,73.60245
107,단국대학교,대학,사립,경기,A그룹,44.804891700186225,44.50804849827067,44.33283939518307,43.38455019800285,69.81358084966098,70.16041175828974,70.34721081288458,70.37761397731232,70.24678087009251,70.38620080370887,70.18979269155794,69.98292,68.42758
108,대경대학교,전문대학,사립,경북,B그룹,44.48079260084193,44.171528751618375,43.99318573625144,43.22078354815152,68.93080352968121,67.8127620607999,68.88653679318223,68.61545333167606,67.94656049062955,67.95143877717145,67.45559390059522,68.01552,67.20317
109,대구가톨릭대학교,대학,사립,경북,A그룹,44.752507610818505,44.47058043505985,44.355382548189795,43.30385123714638,67.44619049503386,67.36553617220946,67.2797425840674,67.26548609667984,67.22996997839556,67.25706063852502,67.41431417936245,67.688324,67.70532
110,대구경북과학기술원,대학,국립,대구,C그룹,44.62568815642204,44.35271285437744,44.27466345501954,43.33690932806359,69.83534322877894,69.42029043607407,69.66950926632802,71.02711871806359,70.63139733258814,70.1735926339801,70.7098270071975,69.29074,69.43239
111,대구공업대학교,전문대학,사립,대구,C그룹,44.42195644260559,44.139384776303004,43.996563910160866,43.22078354815152,67.4568460831498,70.07497654756533,70.18176809640289,67.71912555963382,68.99296139459237,69.0875090078329,68.91042003968988,69.289375,68.914276
112,대구과학대학교,전문대학,사립,대구,A그룹,44.4100494977016,44.10370432672781,44.00314925522737,43.19364087782205,67.45642790358971,67.44769817973282,68.72385895088823,67.42070073652742,67.41324424263439,67.41469760987859,67.41416280517413,67.40616,67.27933
113,대구교육대학교,대학,국립,대구,C그룹,44.76727265961702,44.467495705683895,44.26804604894468,43.264519418702584,67.37489191125904,67.37244056482088,67.39338106718961,67.37090507087886,67.33358897748434,67.36970827283638,67.39544978974071,67.537865,67.43353
